x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,label
0.34615686535835266,0.999737560749054,5.713948212360265e-07,0.32654333114624023,0.9017003178596497,-0.027522968128323555,0.35095304250717163,0.8238793015480042,-0.051452621817588806,0.40263909101486206,0.7676653265953064,-0.0668276995420456,0.44407767057418823,0.717460036277771,-0.08081578463315964,0.41227132081985474,0.8537535071372986,-0.08738511055707932,0.5002992749214172,0.7601233720779419,-0.11084433645009995,0.5443036556243896,0.7090850472450256,-0.11375276744365692,0.5720717310905457,0.6749593019485474,-0.11111409962177277,0.4469948709011078,0.9103620648384094,-0.08110558986663818,0.5469483733177185,0.8203241229057312,-0.10160359740257263,0.5812188386917114,0.7731554508209229,-0.09463923424482346,0.5915043354034424,0.7468001842498779,-0.08566132187843323,0.46977394819259644,0.9575539231300354,-0.0729508325457573,0.5615439414978027,0.8783332705497742,-0.08537217974662781,0.5900967717170715,0.8291387557983398,-0.07653926312923431,0.5953870415687561,0.7977176904678345,-0.0682067796587944,0.481832891702652,0.995892345905304,-0.06596431881189346,0.5526881217956543,0.9623486995697021,-0.0771043598651886,0.5847107768058777,0.9284723401069641,-0.07572416216135025,0.5984073877334595,0.8967046737670898,-0.07123111933469772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.3733935058116913,1.0052311420440674,2.826061802352342e-07,0.34168851375579834,0.9134663939476013,-0.03157420456409454,0.3516216278076172,0.8279516100883484,-0.05119103938341141,0.38828396797180176,0.7560520172119141,-0.06224055215716362,0.41847920417785645,0.6931870579719543,-0.06987703591585159,0.435279905796051,0.8331224918365479,-0.06598737090826035,0.48713812232017517,0.721371054649353,-0.08283199369907379,0.5149059891700745,0.6640777587890625,-0.08362908661365509,0.5378937721252441,0.6233175992965698,-0.08040133863687515,0.476026326417923,0.877583920955658,-0.05312943458557129,0.5477771759033203,0.7806511521339417,-0.06901228427886963,0.572952926158905,0.7219650745391846,-0.06273411214351654,0.5839733481407166,0.6814218163490295,-0.05422886461019516,0.4978177845478058,0.9168403148651123,-0.03990831971168518,0.5620313286781311,0.8360553979873657,-0.052372124046087265,0.5776457190513611,0.7793206572532654,-0.04287605360150337,0.5778247714042664,0.740048885345459,-0.031198125332593918,0.5069640278816223,0.9479266405105591,-0.0282942783087492,0.5621585845947266,0.8922404050827026,-0.03405009210109711,0.5739747285842896,0.8484840393066406,-0.026270020753145218,0.5717424154281616,0.8152610063552856,-0.016058659180998802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.37023934721946716,0.9986371994018555,2.600091306703689e-07,0.34097445011138916,0.9079013466835022,-0.022317424416542053,0.3497890830039978,0.825487494468689,-0.03798333555459976,0.382119357585907,0.7557500004768372,-0.04677391052246094,0.4102517068386078,0.692804217338562,-0.05225245654582977,0.43734562397003174,0.8245494961738586,-0.057335078716278076,0.48861420154571533,0.7126888036727905,-0.07241930812597275,0.5134180784225464,0.6561702489852905,-0.07230047136545181,0.5309816598892212,0.6151512861251831,-0.06809784471988678,0.4745107591152191,0.8666768670082092,-0.04928012937307358,0.5460188388824463,0.7686372399330139,-0.06406237185001373,0.56830894947052,0.7138168215751648,-0.0563417486846447,0.576270580291748,0.675523042678833,-0.04605782777070999,0.4951972961425781,0.9067978262901306,-0.040181390941143036,0.5611153841018677,0.8261280655860901,-0.05100230127573013,0.5733003616333008,0.7723833918571472,-0.03919507935643196,0.5705402493476868,0.7355903387069702,-0.025633301585912704,0.5032376646995544,0.9434612393379211,-0.032003045082092285,0.5586965084075928,0.8881866931915283,-0.03513418138027191,0.5675143599510193,0.8473853468894958,-0.023796044290065765,0.5618956685066223,0.8196216225624084,-0.010653234086930752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.3720114827156067,1.0007498264312744,2.0095150432553055e-07,0.34419307112693787,0.9127632975578308,-0.02432502619922161,0.3546047806739807,0.8347069025039673,-0.04121459648013115,0.3862401843070984,0.7647439241409302,-0.05181320011615753,0.41220128536224365,0.7002368569374084,-0.059187136590480804,0.4428061842918396,0.8320288062095642,-0.05294043943285942,0.4932394027709961,0.726992130279541,-0.0681016594171524,0.5156861543655396,0.6714578866958618,-0.06987880170345306,0.5327925682067871,0.6325621604919434,-0.06754016876220703,0.47834476828575134,0.8717467188835144,-0.04507293179631233,0.544364333152771,0.7687381505966187,-0.05987609922885895,0.5635579824447632,0.7105781435966492,-0.05473814532160759,0.571714460849762,0.669984757900238,-0.04702194035053253,0.49768972396850586,0.9100714921951294,-0.03678767755627632,0.5599727630615234,0.8254415988922119,-0.04837505891919136,0.5707646012306213,0.7730120420455933,-0.03885357826948166,0.5694993734359741,0.7344459891319275,-0.02754044346511364,0.5057601928710938,0.945388674736023,-0.02975074201822281,0.5602048635482788,0.8902934789657593,-0.033880747854709625,0.5689825415611267,0.8511229753494263,-0.024227701127529144,0.5640662312507629,0.8214294910430908,-0.012999826110899448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.38150665163993835,1.0025417804718018,1.7054016154816054e-07,0.3483179807662964,0.9175562858581543,-0.029803244397044182,0.3563036024570465,0.840982973575592,-0.048615340143442154,0.3889070749282837,0.7716432213783264,-0.05998694524168968,0.4173851013183594,0.7097744345664978,-0.06815199553966522,0.4457303583621979,0.8384106755256653,-0.059862472116947174,0.4966144859790802,0.7324806451797485,-0.0764031931757927,0.5176874995231628,0.6755329370498657,-0.07935450971126556,0.5331422686576843,0.63377845287323,-0.07800436019897461,0.48307016491889954,0.8758805394172668,-0.049147579818964005,0.5497122406959534,0.773106038570404,-0.06496228277683258,0.5656003952026367,0.7136286497116089,-0.06030651554465294,0.5699241757392883,0.6714794635772705,-0.05323255807161331,0.5039033889770508,0.9117808938026428,-0.03820351883769035,0.5661026239395142,0.8248457312583923,-0.04970666766166687,0.5729858875274658,0.7720849514007568,-0.03993113711476326,0.5687515735626221,0.7347743511199951,-0.028891000896692276,0.5129368901252747,0.9431059956550598,-0.029093259945511818,0.5650048851966858,0.8806393146514893,-0.03290305659174919,0.5684890747070312,0.8413892984390259,-0.023132219910621643,0.5598539113998413,0.8148084282875061,-0.012258121743798256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.3887123465538025,1.0070048570632935,1.4582558094389242e-07,0.3601658046245575,0.9241960048675537,-0.02892230451107025,0.3681100010871887,0.8532673716545105,-0.047847259789705276,0.39555823802948,0.7863562107086182,-0.05944213271141052,0.4193866550922394,0.7267717123031616,-0.06800971180200577,0.4609905481338501,0.8529671430587769,-0.060260988771915436,0.5050309300422668,0.7451366782188416,-0.07380396872758865,0.5212341547012329,0.6868152618408203,-0.07482530921697617,0.5325102806091309,0.6440753936767578,-0.072891965508461,0.4957493841648102,0.8893694281578064,-0.049212194979190826,0.5538421869277954,0.7811430096626282,-0.06470979005098343,0.565403401851654,0.71810382604599,-0.06100769713521004,0.5672363042831421,0.6741988062858582,-0.05528341978788376,0.5127875208854675,0.9246857762336731,-0.037302255630493164,0.5714583396911621,0.8388811349868774,-0.04824110493063927,0.5777814388275146,0.7835044860839844,-0.04073790833353996,0.5729565024375916,0.7443536520004272,-0.03217954561114311,0.518805742263794,0.9549490809440613,-0.02691640332341194,0.5694915652275085,0.8991013765335083,-0.03127332031726837,0.5739296078681946,0.8577231168746948,-0.02388676069676876,0.5669115781784058,0.8294759392738342,-0.015431028790771961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.39175936579704285,1.0189927816390991,7.48029975738973e-08,0.3609391748905182,0.9370856285095215,-0.02985312044620514,0.36904409527778625,0.8617000579833984,-0.047355540096759796,0.40055662393569946,0.7940130829811096,-0.05769867077469826,0.4199204444885254,0.7323477864265442,-0.06506144255399704,0.4602716565132141,0.8593351244926453,-0.05627591535449028,0.5057013630867004,0.7512028217315674,-0.07043775916099548,0.5223650932312012,0.6917192935943604,-0.07319281250238419,0.533096194267273,0.6485888957977295,-0.0727243721485138,0.49638405442237854,0.894793689250946,-0.045802511274814606,0.5514478087425232,0.7826673984527588,-0.061299748718738556,0.5638734698295593,0.7194256782531738,-0.05901142954826355,0.5676112771034241,0.6772384643554688,-0.05482754483819008,0.5142853856086731,0.9294947385787964,-0.03528934717178345,0.5713579654693604,0.8397139310836792,-0.04800686612725258,0.5771929621696472,0.7845540046691895,-0.043178949505090714,0.5725359320640564,0.7461998462677002,-0.03642554208636284,0.5210797786712646,0.9608336687088013,-0.026539800688624382,0.5720711946487427,0.9050629138946533,-0.03278016299009323,0.5777024626731873,0.8642023205757141,-0.02812948450446129,0.5708199143409729,0.8352338671684265,-0.021879522129893303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.3929748237133026,1.0326249599456787,8.469383772080619e-08,0.3607909381389618,0.9467265009880066,-0.023004569113254547,0.37146681547164917,0.8698022961616516,-0.03618009015917778,0.4060575067996979,0.7987930178642273,-0.04249319061636925,0.42209455370903015,0.7349448204040527,-0.04574510082602501,0.4633159637451172,0.8662845492362976,-0.05058799684047699,0.5096951723098755,0.7568426728248596,-0.0582302063703537,0.5246874690055847,0.6977363228797913,-0.05510059744119644,0.533005952835083,0.654459536075592,-0.0514134056866169,0.4986118674278259,0.901109516620636,-0.04139333218336105,0.5493776202201843,0.7821044921875,-0.053828444331884384,0.5617409944534302,0.7163336873054504,-0.04999006167054176,0.5651283860206604,0.671540379524231,-0.04544508829712868,0.5154715776443481,0.9367647171020508,-0.031168047338724136,0.5719876289367676,0.8402937054634094,-0.041765645146369934,0.5823794603347778,0.7840536832809448,-0.039011914283037186,0.5795325040817261,0.7428656816482544,-0.03471507877111435,0.5226444005966187,0.971040666103363,-0.02172778733074665,0.5763750672340393,0.923292338848114,-0.027302395552396774,0.5871995091438293,0.8823935389518738,-0.0259257722645998,0.58415687084198,0.8495768308639526,-0.02294815145432949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.3907446265220642,1.029234528541565,7.859764394879676e-08,0.362002432346344,0.9440357089042664,-0.01913834922015667,0.37388119101524353,0.8688403964042664,-0.030629027634859085,0.4070531129837036,0.7979815006256104,-0.03599465265870094,0.4231986105442047,0.7340297102928162,-0.038868628442287445,0.46279966831207275,0.864020824432373,-0.04522624611854553,0.5092883706092834,0.7567010521888733,-0.052510689944028854,0.5255066156387329,0.6983613967895508,-0.04955948144197464,0.5350624918937683,0.654504656791687,-0.04608432576060295,0.4973219931125641,0.9000951051712036,-0.0381070151925087,0.5479047894477844,0.7815946340560913,-0.05000536888837814,0.5607225298881531,0.7166827321052551,-0.04599231109023094,0.5647314190864563,0.6717233061790466,-0.04116304591298103,0.5146819949150085,0.9370255470275879,-0.029940329492092133,0.5696070790290833,0.8408152461051941,-0.04011233150959015,0.5818340182304382,0.7842245697975159,-0.037014324218034744,0.5818285942077637,0.7418687343597412,-0.032478295266628265,0.5223551392555237,0.9728395342826843,-0.022329268977046013,0.5744575262069702,0.9247385859489441,-0.027269084006547928,0.5867394208908081,0.8841229677200317,-0.02524898573756218,0.5867218971252441,0.8516930937767029,-0.021822815760970116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.38683831691741943,1.034633994102478,1.1561316881625316e-07,0.35869941115379333,0.9496442079544067,-0.02597666159272194,0.36883118748664856,0.8730053901672363,-0.040157292038202286,0.39787888526916504,0.7976637482643127,-0.04635484889149666,0.41685113310813904,0.7336694002151489,-0.049209367483854294,0.4605405330657959,0.8655933737754822,-0.05230775475502014,0.5063170790672302,0.7574079632759094,-0.05619924142956734,0.5251017212867737,0.7012016773223877,-0.04925614595413208,0.5368903279304504,0.6587245464324951,-0.04340813308954239,0.49387016892433167,0.9006826877593994,-0.039855845272541046,0.5401437282562256,0.779758095741272,-0.04785856232047081,0.553693950176239,0.7164525985717773,-0.041816744953393936,0.5601769089698792,0.6700782775878906,-0.03670673817396164,0.5109503269195557,0.9363892674446106,-0.02645137906074524,0.5645288228988647,0.838290810585022,-0.03478939086198807,0.5780724287033081,0.7807760834693909,-0.0327427014708519,0.578869104385376,0.7354490160942078,-0.029755376279354095,0.5187855958938599,0.9711611866950989,-0.013959296979010105,0.57146817445755,0.9260337948799133,-0.02007358707487583,0.5856446623802185,0.8863951563835144,-0.021235691383481026,0.5872923135757446,0.8512493371963501,-0.020335104316473007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
